filename,analysis_date,time,location,T_room,T_bath,dPhi_4,dPhi_10,offset,pH_CRM_calc,pH_opt,time_to_eq,flag,pH_raw_mean,pH_raw_median,pH_last2min_mean,pH_last2min_median,slope,lowest_ix,pH_s0_mean,pH_s0_median,pH_s0_stderr,pH_s0_std,pH_s0_intercept
2020-09-10_103422_CRM1,2020-10-09 00:00:00,10:39,CRM,21.1,20.0,23.960201,53.029198,-0.361949,7.95961498960607,7.96,20.0,2.0,7.960975,7.961,7.961125,7.961,2.597241832015981e-07,19.0,7.961095238095241,7.961,1.7252399182890767e-06,0.0007003400534572602,7.960982250889845
2020-09-10_105117_TERSLG10_2020005969,2020-10-09 00:00:00,11:00,TERSLG10,21.1,20.0,23.960201,53.029198,-0.361949,,8.06,20.0,2.0,8.05632098765432,8.059,8.060367346938776,8.06,4.093037019655655e-06,36.0,8.060577777777779,8.061,5.760309441390594e-07,0.0010972877489705663,8.057016691495775
2020-09-10_111641_TERSLG50_2020005970,2020-10-09 00:00:00,11:19,TERSLG50,20.1,20.0,23.960201,53.029198,-0.361949,,8.05,20.0,2.0,8.052204819277108,8.052,8.052313725490196,8.052,4.286889643114697e-09,11.0,8.052305555555556,8.052,3.0403990255939176e-07,0.000798570710687747,8.05230256531017
2020-09-10_114043_TERSLG100_2020005971,2020-10-09 00:00:00,11:50,TERSLG100,21.1,20.0,23.960201,53.029198,-0.361949,,8.03,20.0,2.0,8.034617283950617,8.033999999999999,8.03361224489796,8.033999999999999,1.0800191065265509e-08,39.0,8.033619047619048,8.033999999999999,5.351496463211513e-07,0.0006228330611545704,8.033628687166296
2020-09-10_120444_TERSLG135_2020005972,2020-10-09 00:00:00,12:19,TERSLG135,20.1,20.0,23.960201,53.029198,-0.361949,,7.98,20.0,2.0,7.983987654320988,7.982,7.980877551020409,7.981,8.657315034211693e-08,60.0,7.980523809523809,7.981,2.4173930984073886e-06,0.0009807674351775108,7.980432903679992
2020-09-10_122924_TERSLG175_2020005983,2020-10-09 00:00:00,12:42,TERSLG175,20.3,20.0,23.960201,53.029198,-0.361949,,7.95,20.0,2.0,7.9566790123456785,7.956,7.955428571428571,7.955,1.822938465538593e-08,53.0,7.9549642857142855,7.955,1.3320246793859785e-06,0.0008380817098478057,7.9549824704024426
2020-09-10_125429_TERSLG175_2020005973,2020-10-09 00:00:00,12:59,TERSLG175,20.0,20.0,23.960201,53.029198,-0.361949,,7.95,20.0,2.0,7.952518518518518,7.952999999999999,7.953102040816327,7.952999999999999,1.0996002653185829e-06,19.0,7.953048387096774,7.952999999999999,4.207470271027337e-07,0.0009308451889180272,7.952231900220083
2020-09-10_131944_ROTTMPT70_2020005976,2020-10-09 00:00:00,13:38,ROTTMPT70,21.2,20.0,23.960201,53.029198,-0.361949,,8.05,20.0,2.0,8.044333333333334,8.048,8.049469387755103,8.05,0.0,74.0,8.051,8.051,0.0,0.0,8.051
2020-09-10_134410_TERSLG175_2020005984,2020-10-09 00:00:00,14:01,TERSLG175,21.3,20.0,23.960201,53.029198,-0.361949,,7.87,20.0,2.0,7.887395061728395,7.877999999999999,7.875102040816327,7.874,1.2121603884006753e-06,71.0,7.871900000000001,7.872000000000001,4.3981641990797515e-06,0.0005676462121973538,7.8732728177019595
2020-09-10_140851_TERSLG235_2020005974,2020-10-09 00:00:00,14:27,TERSLG235,21.1,20.0,23.960201,53.029198,-0.361949,,7.92,20.0,2.0,7.910308641975307,7.912999999999999,7.914510204081632,7.915,1.3867231592537417e-22,75.0,7.915333333333333,7.915,9.200996803590457e-06,0.0005163977794944947,7.915333333333333
2020-09-10_143441_ROTTMPT50_2020005975,2020-10-09 00:00:00,14:53,ROTTMPT50,21.2,20.0,23.960201,53.029198,-0.361949,,8.05,20.0,2.0,8.043469135802468,8.049,8.051244897959183,8.052,1.9047619047743832e-06,75.0,8.053166666666666,8.052999999999999,1.3378607940136615e-05,0.0007527726527094504,8.050952314285698
2020-09-10_145853_GOERE6_2020005964,2020-10-09 00:00:00,15:14,GOERE6,20.5,20.0,23.960201,53.029198,-0.361949,,8.07,20.0,2.0,8.065851851851853,8.067,8.067102040816327,8.067,9.028281727287777e-12,62.0,8.067315789473685,8.067,1.6733845114087129e-06,0.0005823927253574959,8.067315779858236
2020-09-10_152336_NOORDWK20_2020005967,2020-10-09 00:00:00,15:40,NOORDWK20,20.3,20.0,23.960201,53.029198,-0.361949,,8.13,20.0,2.0,8.125037037037037,8.127,8.128,8.128,7.325787281871705e-07,68.0,8.129000000000001,8.129,2.095491053016521e-06,0.00040824829046399937,8.128186807406928
2020-09-10_154821_WALCRN20_2020005960,2020-10-09 00:00:00,17:20,WALCRN20,21.3,20.0,23.960201,53.029198,-0.361949,,7.83,20.0,3.0,7.921931758530184,7.902,7.907363896848138,7.893,1.1188695852618616e-05,369.0,7.831333333333333,7.8315,5.181568339539349e-06,0.0010730867399774272,7.894187070501093
2020-09-10_172708_CRM2,2020-10-09 00:00:00,17:38,CRM,21.1,20.0,23.960201,53.029198,-0.361949,7.95961498960607,7.86,20.0,2.0,7.857950617283951,7.861000000000001,7.8610625,7.861000000000001,7.902452827672575e-08,44.0,7.860837837837839,7.861000000000001,9.019249456297466e-07,0.0008664587415166949,7.8609112149294615
2020-09-15_102619_CRM1,15/09/2020,10:34,CRM,20.1,20.0,24.265301,53.051502,-0.36425,7.95961498960607,7.96,20.0,2.0,7.9598249999999995,7.96,7.9595,7.959,2.1162543109726887e-10,32.0,7.9595,7.959,8.398917213363766e-06,0.000755928946018707,7.959500112698373
2020-09-15_104319_WALCRN70_2020005961,15/09/2020,11:00,WALCRN70,19.9,20.0,24.265301,53.051502,-0.36425,,8.05,20.0,2.0,8.043925925925924,8.05,8.052530612244897,8.052999999999999,1.9047127859656799e-06,67.0,8.054928571428572,8.055,3.313166773857136e-06,0.0007300459115475688,8.052828537421053
2020-09-15_110822_NOORDWK70_2020005968,15/09/2020,11:20,NOORDWK70,21.3,20.0,24.265301,53.051502,-0.36425,,8.01,20.0,2.0,8.013172839506172,8.012,8.011591836734695,8.012,2.444118556011681e-08,49.0,8.0114375,8.011000000000001,1.038876035710326e-06,0.0008007053342259237,8.011413851768225
2020-09-15_113335_NOORDWK10_2020005966,15/09/2020,11:51,NOORDWK10,20.5,20.0,24.265301,53.051502,-0.36425,,8.11,20.0,2.0,8.100012345679012,8.107000000000001,8.10826530612245,8.109,9.876631000479024e-11,72.0,8.109555555555556,8.11,4.84930800171104e-06,0.0005270462766944377,8.109555668153856
2020-09-15_115755_GOERE2_2020005963,15/09/2020,12:06,GOERE2,20.7,20.0,24.265301,53.051502,-0.36425,,8.06,20.0,2.0,8.058074074074074,8.058,8.057040816326532,8.057,6.150974523198032e-08,33.0,8.057020833333334,8.057,5.117629278579539e-07,0.000729021008754264,8.056968701245967
2020-09-15_122345_WALCRN2_2020005959,15/09/2020,12:41,WALCRN2,20.7,20.0,24.265301,53.051502,-0.36425,,8.05,20.0,2.0,8.048814814814815,8.048,8.047408163265306,8.047,2.9626995985922614e-10,72.0,8.047555555555554,8.048,4.849070928143288e-06,0.0005270462766944377,8.047555893319604
2020-09-15_124748_NOORDWK2_2020005965,15/09/2020,13:05,NOORDWK2,20.6,20.0,24.265301,53.051502,-0.36425,,8.02,20.0,2.0,8.020604938271603,8.02,8.019591836734694,8.02,9.54960615404261e-11,70.0,8.01990909090909,8.02,5.569184366402922e-06,0.0008312094145936197,8.01990919834776
2020-09-15_131320_SCHOUWN10_2020005962,15/09/2020,13:30,SCHOUWN10,20.7,20.0,24.265301,53.051502,-0.36425,,8.04,20.0,2.0,8.036555555555555,8.038,8.038714285714288,8.039,2.930507692041106e-07,67.0,8.039285714285713,8.039,2.8107135681834624e-06,0.0006112498455017878,8.038962611515974
2020-09-15_133821_NOORDWK2_2020004017,15/09/2020,13:54,NOORDWK2,19.8,20.0,24.265301,53.051502,-0.36425,,7.79,20.0,2.0,7.812901234567901,7.801,7.794530612244897,7.792999999999999,7.380797432398375e-06,66.0,7.7894666666666685,7.79,3.87543458186142e-06,0.001060098827378678,7.797548960673806
2020-09-15_140233_WALCRN2_2020004011,15/09/2020,14:20,WALCRN2,20.3,20.0,24.265301,53.051502,-0.36425,,7.8,20.0,2.0,7.794819277108435,7.7989999999999995,7.8005490196078435,7.801,5.2595471940211665e-11,70.0,7.801846153846156,7.8020000000000005,4.13236642227203e-06,0.0008006407690254897,7.801846213807146
2020-09-15_142745_NOORDWK70_2020004020,15/09/2020,14:44,NOORDWK70,20.6,20.0,24.265301,53.051502,-0.36425,,7.9,20.0,2.0,7.884928571428572,7.895,7.896807692307694,7.897,1.3071699842896765e-11,68.0,7.8985,7.8985,2.7330465083980602e-06,0.0007302967433403438,7.898500014804238
2020-09-15_145318_WALCRN70_2020004013,15/09/2020,15:10,WALCRN70,20.0,20.0,24.265301,53.051502,-0.36425,,7.91,20.0,2.0,7.90274074074074,7.905,7.9059591836734695,7.906000000000001,1.4691969280227248e-11,70.0,7.906909090909092,7.907,7.612598402465471e-06,0.0011361818036337331,7.906909074379887
2020-09-15_151800_NOORDWK10_2020004018,15/09/2020,15:34,NOORDWK10,21.3,20.0,24.265301,53.051502,-0.36425,,7.81,20.0,2.0,7.822913580246914,7.82,7.817551020408163,7.817,1.797361431715846e-06,64.0,7.815941176470589,7.816,4.230478884061203e-06,0.0012485285456935364,7.817882455909683
2020-09-15_154239_TERSLG50_2020004022,15/09/2020,15:58,TERSLG50,20.6,20.0,24.265301,53.051502,-0.36425,,7.85,20.0,2.0,7.8440987654321,7.848,7.848755102040816,7.849,6.880705119906238e-08,63.0,7.849388888888888,7.849,2.4273679077097416e-06,0.0007775443160350935,7.849462687410003
2020-09-15_160630_NOORDWK20_2020004019,15/09/2020,16:20,NOORDWK20,20.3,20.0,24.265301,53.051502,-0.36425,,7.87,20.0,2.0,7.861777777777776,7.864,7.864714285714286,7.865,1.3675980392819029e-07,55.0,7.865000000000001,7.865,1.3311181022000576e-06,0.0007483314773550382,7.864861516685904
2020-09-15_163010_TERSLG10_2020004021,15/09/2020,16:43,TERSLG10,20.1,20.0,24.265301,53.051502,-0.36425,,7.88,20.0,2.0,7.876987654320987,7.881,7.882102040816326,7.882000000000001,9.948494883583356e-12,54.0,7.882296296296297,7.882000000000001,1.459583752984365e-06,0.0008688991627253835,7.882296306295045
2020-09-15_165314_CRM2,15/09/2020,17:11,CRM,20.0,20.0,24.265301,53.051502,-0.36425,7.95961498960607,7.95,20.0,2.0,7.946592592592593,7.952000000000001,7.953571428571428,7.954,1.4814386834101273e-10,72.0,7.9545555555555545,7.955,4.8492164041991975e-06,0.0005270462766949059,7.954555724447416
2020-09-16_102128_CRM1,16/09/2020,10:27,CRM,19.8,20.0,24.35375,53.057446,-0.3548,7.95961498960607,7.96,20.0,2.0,7.961675,7.962000000000001,7.962,7.961500000000001,1.9606188083742988e-07,24.0,7.962125,7.962000000000001,3.5825912778713316e-06,0.0009574271077559776,7.962217653122328
2020-09-16_103737_GOERE6_2020004016,16/09/2020,10:54,GOERE6,20.5,20.0,24.35375,53.057446,-0.3548,,7.8,20.0,2.0,7.820320987654322,7.811,7.806571428571428,7.805,5.8607508484391115e-06,68.0,7.802538461538463,7.8020000000000005,4.167637924736074e-06,0.000877058019306673,7.809044247526935
2020-09-16_110016_SCHOUWN10_2020004014,16/09/2020,11:19,SCHOUWN10,20.0,20.0,24.35375,53.057446,-0.3548,,7.83,20.0,2.0,7.823839506172841,7.827999999999999,7.829836734693878,7.83,0.0,75.0,7.831,7.831,1.5936381457797235e-05,0.0008944271910002145,7.831
2020-09-16_112313_WALCRN20_2020004012,16/09/2020,11:45,WALCRN20,20.0,20.0,24.35375,53.057446,-0.3548,,7.94,30.0,2.0,7.927289256198348,7.935,7.935674157303372,7.936,8.06215714358901e-08,90.0,7.937451612903226,7.938,1.3541307787145972e-06,0.0009946091251480963,7.937324629608459
2020-09-16_121738_GOERE2_2020004015,16/09/2020,12:46,GOERE2,21.3,20.0,24.35375,53.057446,-0.3548,,7.8,30.0,2.0,7.815166666666666,7.807,7.805920454545455,7.805,1.9048005984843993e-06,114.0,7.802166666666667,7.8020000000000005,7.211058078557124e-06,0.00040824829046363676,7.805495430794425
2020-09-16_125016_NOORDWK20_2020003075,16/09/2020,13:13,NOORDWK20,21.0,20.0,24.35375,53.057446,-0.3548,,7.8,30.0,2.0,7.801425,7.803,7.803647727272727,7.803999999999999,1.3135692381283816e-07,91.0,7.804344827586208,7.803999999999999,1.467077721600882e-06,0.0009737945687202211,7.804551723034818
2020-09-16_132252_NOORDWK2_2020003073,16/09/2020,13:49,NOORDWK2,20.5,20.0,24.35375,53.057446,-0.3548,,7.78,30.0,2.0,7.781558333333334,7.78,7.7792272727272715,7.779,1.690501734745848e-11,107.0,7.7786923076923085,7.779,4.889385178162535e-06,0.000947330933431526,7.778692336347464
2020-09-16_135702_GOERE6_2020003072,16/09/2020,14:17,GOERE6,21.3,20.0,24.35375,53.057446,-0.3548,,8.12,30.0,3.0,8.109933333333334,8.119,8.120329545454545,8.121,4.196974647948362e-06,81.0,8.123102564102565,8.123,6.975381812761626e-07,0.0010207033641686167,8.116806892174296
2020-09-16_143102_NOORDWK10_2020003074,16/09/2020,14:50,NOORDWK10,21.4,20.0,24.35375,53.057446,-0.3548,,8.02,30.0,3.0,8.076191666666666,8.047,8.042488636363636,8.025500000000001,3.948858125035017e-07,79.0,8.018463414634148,8.017999999999999,1.2119987239156584e-06,0.0013619390767506735,8.017876986029526
2020-09-16_151745_CRM2_2,16/09/2020,15:35,CRM,20.0,20.0,24.35375,53.057446,-0.3548,,7.97,30.0,2.0,7.970333333333332,7.968,7.967295454545454,7.9670000000000005,1.361064253175617e-08,71.0,7.966775510204081,7.9670000000000005,6.097293095064194e-07,0.0008959470343916806,7.966794906416597
2020-09-16_155617_GOERE2_2020003071,16/09/2020,16:19,GOERE2,20.2,20.0,24.35375,53.057446,-0.3548,,7.79,30.0,2.0,7.802625000000001,7.791,7.790840909090909,7.79,1.5106308934965823e-06,91.0,7.787724137931035,7.787999999999999,1.233040291308165e-06,0.0008407714027745221,7.7901034765496755
2020-09-16_162817_CRM_3,16/09/2020,16:49,CRM,20.0,20.0,24.35375,53.057446,-0.3548,,7.97,30.0,2.0,7.953566666666665,7.962999999999999,7.963215909090908,7.9639999999999995,1.715428247386604e-08,84.0,7.965388888888888,7.965,8.316263405522063e-07,0.0007663560447350693,7.965362770648973
